nazwisko,liczba
VIARTSEIKA,3
VIATTEAU,3
VIAZGIN,3
VIAZOVYK,3
VICENTINI,3
VICKERS,3
VICLEANSCHI,3
VICO,3
VIDA,3
VIDILIUK,3
VIDIN,3
VIDIĆ,3
VIDNICHUK,3
VIDRUK,3
VIEGAS,3
VIELROSE,3
VIEUXMAIRE,3
VIGGIANI,3
VIGNE,3
VIITYK,3
VIJAY,3
VIJAYAKUMAR,3
VIKHRIAK,3
VIL,3
VILAKAZI,3
VILCHEUSKI,3
VILDBÆK,3
VILIVCHUK,3
VILKEL,3
VILKOVYCH,3
VILLAIN,3
VILLAMIN,3
VILLANACCI,3
VILLANUEVA,3
VILLAR GNIDA,3
VILLARREAL POHLENZ,3
VILLATORO SALMERON,3
VILLEGAS,3
VILMOŞ,3
VILSHOVSKYI,3
VINARSKI,3
VINCENTI,3
VINCENZI,3
VINCZE,3
VINER,3
VINEY,3
VINKOVSKYI,3
VINTSE,3
VIOLKA,3
VIRABYAN,3
VIRC,3
VIRGILIS,3
VIRKO,3
VIRNICH,3
VIRSALADZE,3
VIRSHYCH,3
VISCONTI,3
VISETTI,3
VISHCHUK,3
VISHCHUN,3
VISHNIAREUSKI,3
VISHNYAKOV,3
VISHTALIUK,3
VISOTSKI,3
VISSCHER,3
VISTOVSKYI,3
VITA,3
VITION,3
VITKA,3
VITKOVSKIS,3
VITOLO,3
VITOSHKO,3
VITOVSHCHYK,3
VITOVYCH,3
VITOŠ,3
VITRIACHENKO,3
VITTOR,3
VITUN,3
VITUSEVYCH,3
VITUSHKO,3
VIUKHOV,3
VIUNNIK,3
VIUNOV,3
VIVSYK,3
VIWEGIER,3
VIZAUER,3
VIZEL,3
VIZENFELD,3
VIZNIAK,3
VIZNYY,3
VIZVÁRY,3
VIČÍK,3
VLADIMIR,3
VLADYCHAK,3
VLADYMYRSKYI,3
VLAHOS,3
VLASAK,3
VLASAU,3
VLASHYN,3
VLASKIN,3
VLASKO,3
VLIG,3
VNUK,3
VO QUANG,3
VO VAN,3
VODIANCHUK,3
VODIANYK,3
VODOLAHA,3
VODOVIZ,3
VODOVSKOV,3
VOGELSANG,3
VOGELSTELLER,3
VOICHAK,3
VOICHYSHYN,3
VOIDYLO,3
VOIEVUTSKYI,3
VOIKOV,3
VOILOV,3
VOIMANEN,3
VOINKOV,3
VOISÉ,3
VOITA,3
VOITALIUK,3
VOITANOVYCH,3
VOITAS,3
VOITIV,3
VOITSEKHOVSKIY,3
VOITSYSHYN,3
VOITUSIK,3
VOITYKHIVSKYI,3
VOITYNA,3
VOJTEK,3
VOKOUN,3
VOLCHANOV,3
VOLGIN,3
VOLHUSHEV,3
VOLIAN,3
VOLIEV,3
VOLITZKY,3
VOLKMAN,3
VOLKOVINSKYI,3
VOLLMANN,3
VOLLMAR,3
VOLMERG,3
VOLNIANSKYI,3
VOLNIENKO,3
VOLOBOIEV,3
VOLOCHUK,3
VOLODARSKYI,3
VOLODKIN,3
VOLODYMYROV,3
VOLONTYR,3
VOLOSCHIN,3
VOLOSENKO,3
VOLOSHANOVSKYI,3
VOLOSHKEVYCH,3
VOLOSHOK,3
VOLOSHYNOV,3
VOLOSIAN,3
VOLOSIANCHUK,3
VOLOSOVYCH,3
VOLOTKOVSKYI,3
VOLOTOVSKYI,3
VOLOVCHUK,3
VOLOVNIK,3
VOLOVODYK,3
VOLOŞCIUC,3
VOLOȘCIUC,3
VOLPERT,3
VOLPONI,3
VOLSKIY,3
VOLSKYY,3
VOLVENKO,3
VOLYANYK,3
VOLYNCHUK,3
VOLYNIAK,3
VOLYNSKIY,3
VOLČEK,3
VON AMELN,3
VON CHAMIER CIEMINSKI,3
VON FRAGSTEIN,3
VON GRABOWSKI,3
VON GROTTHUSS,3
VON GRUCHALLA,3
VON GÜTTNER SPORZYŃSKI,3
VON HAKE,3
VON JUTRZENKA TRZEBIATOWSKI,3
VON KÄNEL,3
VON LESKI,3
VON LISIECKI,3
VON MAUBERG,3
VON OLSZEWSKI,3
VON REBENSTOK,3
VON SETH,3
VON SMUDA TRZEBIATOWSKI,3
VON WIECKI,3
VOOK,3
VORNICU,3
VOROBEY,3
VOROBIEV,3
VOROBKALO,3
VORONCHYKHIN,3
VORONOVYCH,3
VORONYCH,3
VOROSHCHAK,3
VOROVSKYI,3
VOROZHBIIAN,3
VOSHCHAK,3
VOSHCHYNA,3
VOSKOBOINIK,3
VOSKOV,3
VOSLOO,3
VOSUKH,3
VOTUS,3
VOULGARIS,3
VOUNATSOS,3
VOVKOTRUB,3
VOVKUN,3
VOVNYUK,3
VOWIE,3
VOYDEVYCH,3
VOYNAROVYCH,3
VOYTSAKHOVSKIY,3
VOYTSIKHOVSKYY,3
VOZIIAN,3
VOZNESENSKYY,3
VOZOVYK,3
VRABAC,3
VRABETZ,3
VRABIIE,3
VRDOLJAK,3
VREESWIJK,3
VREMIA,3
VREULS,3
VROBEL,3
VRONSKIY,3
VRONTAS,3
VRUBLIVSKYI,3
VRUĆKIĆ,3
VRZHESHCH,3
VSHYVKOV,3
VTERKOVSKYI,3
VU NGOC,3
VUDKEVYCH,3
VUI,3
VUIEK,3
VUINA,3
VUIVAN,3
VUKOMANOVIĆ,3
VULA,3
VULER,3
VULOVIĆ,3
VUONG DINH,3
VUORI,3
VUYIV,3
VUČENIĆ,3
VUČIĆ,3
VYBLOV,3
VYBRYK,3
VYCHIVSKYI,3
VYDOINYK,3
VYDOLOB,3
VYDRYCH,3
VYDYBORETS,3
VYGONYAYLO,3
VYGOVSKYI,3
VYHNANETS,3
VYHONSKYI,3
VYHULIARNYI,3
VYKHANSKYI,3
VYKHODTSEV,3
VYKHRUSHCH,3
VYLEGZHANIN,3
VYLKA,3
VYNICHYK,3
VYNNYTSKYY,3
VYNOHRODSKYI,3
VYRKO,3
VYRODOV,3
VYROVETS,3
VYRVA,3
VYSHKOVSKYI,3
VYSHNEVYI,3
VYSHYVANYI,3
VYSLENKO,3
VYSOKOLIAN,3
VYSPINSKYI,3
VYTAK,3
VYTIVSKYI,3
VYTRVA,3
VYVAL,3
VYZDRYK,3
VYZHYTSKYI,3
VYŠATA,3
VÁCHALIK,3
VÁSZON,3
VÄISÄNEN,3
VÉGH,3
VÉZIER,3
VÖGELI,3
VÖLLMECKE,3
VŐLKEL,3
VŨ VĂN,3
W/RUFAEL,3
WAANDERS,3
WAC-WŁODARCZYK,3
WACENKIEWICZ,3
WACHAŁEK,3
WACHENEK,3
WACHERLOHN,3
WACHMISTROWICZ,3
WACHNIKOWSKI,3
WACHNIO,3
WACHTELBERG,3
WACIAKOWSKI,3
WACKERMAN,3
WACKOWIAK,3
WACKS,3
WACŁAWINEK,3
WADDINGTON,3
WADEHN,3
WADER,3
WADLERSKI,3
WADNICKI,3
WADSWORTH,3
WADWICZ-STAŃKOWSKI,3
WADZINSKI,3
WAFA,3
WAFI,3
WAGENHEIM,3
WAGENSVELD,3
WAGLE,3
WAGMAN,3
WAGNOWSKI,3
WAGUE,3
WAHDAIN,3
WAHLA,3
WAICHMAN,3
WAICIS,3
WAIDAUGUSEK,3
WAINBERGER,3
WAINC,3
WAINCETEL,3
WAINCZYK,3
WAINERMAN,3
WAINGERTNER,3
WAINSTEIN,3
WAISER,3
WAITZ,3
WAIZ,3
WAIZENHÖFER,3
WAJCFELT,3
WAJCHBROT,3
WAJCZ,3
WAJDEMAJER,3
WAJDER,3
WAJENEROWSKI,3
WAJMER,3
WAJNBERGIER,3
WAJNCYMER,3
WAJNDLING,3
WAJNKAIM,3
WAJORAS,3
WAJSEN,3
WAJSKOP,3
WAJSKOPF,3
WAJSNIS,3
WAJSZEL,3
WAJSZNOR,3
WAKAS,3
WAKED,3
WALACZ VEL WALEWSKI,3
WALANTUS,3
WALASZCZYK-SZAFRAN,3
WALAWIEC,3
WALBAUM,3
WALCHA,3
WALCUCH,3
WALCZAK-CHMURZYŃSKI,3
WALCZAK-KRASUCKI,3
WALCZUK-WAŁCZUK,3
WALDHAUS,3
WALDOCH,3
WALENCZIKOWSKI,3
WALENCZUK,3
WALENDUKANIS,3
WALENTAS,3
WALENTÓW,3
WALERT,3
WALET,3
WALEVSKI,3
WALEWENDER,3
WALEWSKI-SAWICKI,3
WALEŃCIK,3
WALEŃCZYKOWSKI,3
WALEŃDZIAK,3
WALIKA,3
WALINKIEWICZ,3
WALIOSZCZYK,3
WALITZA,3
WALITÓW,3
WALKOWIAK-SZYSZKA,3
WALKOWIEC,3
WALLBRECHT,3
WALLDORF,3
WALLISCH,3
WALLOŃ,3
WALLRAT,3
WALONIS,3
WALOSIŃSKI,3
WALOSZAK,3
WALOTYS,3
WALPOLE,3
WALSZYŃSKI,3
WALTER DE WALTHOFFEN,3
WALTEROWSKI,3
WALTUS,3
WALULEWICZ,3
WALUSCHA,3
WALUSKI,3
WALYTKO,3
WALĘDZEWICZ,3
WALĘŻAK,3
WAMBURA,3
WAMSER,3
WANAG,3
WANAS,3
WANCIENKO,3
WANCOWICZ,3
WANDRYCHOWSKI,3
WANDRYKOW,3
WANDT,3
WANDUR,3
WANDZAK,3
WANDZINSKI,3
WANDZIUK,3
WANEGO,3
WANGART,3
WANGEŁOW,3
WANGRIN,3
WANIAN,3
WANIELIK,3
WANJUR,3
WANKA,3
WANNATIM,3
WANROOIJ,3
WAPINSKI,3
WAPNIAREK,3
WAPNO,3
WAPOWSKI,3
WAQAR,3
WARA-WĄSOWSKI,3
WARAICH,3
WARAKOMSKI-BARLOGA,3
WARANICKI,3
WARANKÓW,3
WARASZCZYK,3
WARAŃCZUK,3
WARCAWA,3
WARCHOWSKI,3
WARDANYAN,3
WARDEK,3
WARDIMON,3
WARDZIŃSKI-KACZEREWSKI,3
WARDĘŻAK,3
WARENCIAK,3
WARENCZUK,3
WARGULEWICZ-MALINOWSKI,3
WARISELA,3
WARMUND,3
WARMUSCHOK,3
WARMUTH,3
WARNE,3
WARNIAK,3
WARNIS,3
WARSAMIS,3
WARSHAWSKY,3
WARSOWICZ,3
WARWASZYŃSKI,3
WARZAGIER,3
WARZECHA-SMOŁA,3
WARZELA,3
WARZICZ,3
WARZIŃSKI,3
WARZYLEK,3
WARŻAGOLIS,3
WARŻYŃSKI,3
WASCHKE,3
WASCHOW,3
WASECZKO,3
WASEMANN,3
WASIAK-LIBISZOWSKI,3
WASILEWSKA,3
WASILEWSKI-KUCZYŃSKI,3
WASILEWSKI-PAWKA,3
WASILIONOK,3
WASINSKI,3
WASIUCHNIK,3
WASIUKOW,3
WASIUSZKO,3
WASIUTO,3
WASKIAŁŁO,3
WASKUNOWICZ,3
WASNIEWSKI,3
WASNIOWSKI,3
WASSILEW,3
WASTI,3
WASTIAN,3
WASTRACH,3
WASYJCZUK,3
WASYLIEW,3
WASYLINA,3
WASYŁEJKO,3
WASZ,3
WASZCZEŃCZUK,3
WASZCZYŁO,3
WASZECIAK,3
WASZKILEWICZ,3
WASZT,3
WASZUKANIS,3
WASZYCKI,3
WAT,3
WATACH,3
WATCHORN,3
WATELET,3
WATERSTREET,3
WATTRELOS,3
WATZA,3
WATZL,3
WATZLAWIK,3
WAWELBERG,3
WAWIÓROWSKI,3
WAWNIKIEWICZ,3
WAWRENTY,3
WAWRYNÓW,3
WAWRZCZYK,3
WAWRZYNIAK-PEKAR,3
WAWRZYNIEWSKI,3
WAWSZKO,3
WAYDA-ZALEWSKI,3
WAYDYK,3
WAYN,3
WAYSBORT,3
WAZGIRD,3
WAZIRI,3
WAŁA-CZARNECKI,3
WAŁKOWIŃSKI,3
WAŁKÓWSKI,3
WAŁOSZYŃSKI,3
WAŁĄCZEK,3
WAŁĘZKA,3
WAŃDZIO,3
WAŃHARA,3
WAŻGINT,3
WAŻUCHOWSKI,3
WAŻYCHA,3
WCIÓREK,3
WDAAH,3
WDOWIARZ-BILSKI,3
WDÓWCZYŃSKI,3
WEBNER,3
WECAŁ,3
WECEK,3
WECEL,3
WECKE,3
WECSILE,3
WEDELSTAT,3
WEDRICH,3
WEDYNIUK,3
WEGEN,3
WEGER,3
WEGERT,3
WEGIEL,3
WEGLARZ,3
WEGLINSKI,3
WEHBI,3
WEHLING,3
WEHRLE,3
WEHRMANN,3
WEHRMEISTER,3
WEHSMAN,3
WEHYŃSKI,3
WEICHAMER,3
WEICHBERG,3
WEICHER,3
WEICHMAN,3
WEICHSEL,3
WEIDE,3
WEIDKNECHT,3
WEIDMANN,3
WEIGMANN,3
WEIGNER,3
WEIHOLZ,3
WEIHSBRODT,3
WEILER-OFEK,3
WEINBERG GARCIA,3
WEINLICH,3
WEINSBERG,3
WEIS-BANASZCZYK,3
WEISBACH,3
WEISSBECK,3
WEISSBRICH,3
WEISSBRODT,3
WEISSKELLER,3
WEITZMAN,3
WEJBERT,3
WEJWER,3
WELD,3
WELDON,3
WELEZINSKI,3
WELIDA,3
WELINOW,3
WELIS,3
WELIZAROWICZ,3
WELKI,3
WELLE,3
WELLNA,3
WELNIC,3
WELNICKI,3
WELSBERG,3
WELSH,3
WEMER,3
WENCLOWICZ,3
WENCZEL,3
WENDEBORN,3
WENDELBORN-CZERNIEJEWSKI,3
WENDERDAUM,3
WENDZIŁOWICZ,3
WENEDISIUK,3
WENGROVSKI,3
WENHRYNOWICZ,3
WENTA-MYSZK,3
WENZIK,3
WENZKI,3
WENZLAW,3
WENZLAWSKI,3
WEPF,3
WERBANOW,3
WERBERGER,3
WERBIWSKI,3
WERDECKI,3
WERDEKER,3
WERDEN,3
WERDO,3
WERDONI,3
WEREBE,3
WEREDYN,3
WEREDZIN,3
WEREMOWICZ,3
WERESIUK,3
WERESKLA,3
WERESZCZAKA,3
WEREŻAK,3
WERINKIN,3
WERKIER,3
WERKMAN,3
WERMANN,3
WERMUS,3
WERNEKE,3
WERNER-MALENTO,3
WERNERT,3
WERNICK,3
WERONICKI,3
WEROŃSKI FALCÓ,3
WERSZNER-WOLNY,3
WERTHMANN,3
WERYKOWICZ,3
WERYSZKO-WOJTOWICZ,3
WERĘBSKI,3
WESEŁOWSKI,3
WESIERSKI,3
WESKE,3
WESLATI,3
WESOŁOWSKI-CIERNIAK,3
WESOŁOWSKI-ROSOŁOWSKI,3
WESSA,3
WESSELI,3
WESSLER,3
WESSNER,3
WESTENHOLTZ,3
WESTERHOLM,3
WESTERLI,3
WESTERLING,3
WESTERN,3
WESTIN,3
WESTWAŃSKI,3
WESUŁEK,3
WESZANDIZE,3
WETESKI,3
WETESKO,3
WETTON,3
WETULANY,3
WETZKA,3
WEVER,3
WEWIÓRKOWSKI,3
WEYDERS,3
WEYI,3
WEYMAN,3
WEYROCH,3
WEŁOMAŃSKI,3
WHEADON,3
WHEAT,3
WHIPPLE,3
WHITBREAD,3
WHITESIDE,3
WHITNEY,3
WHITWORTH,3
WHYBRA,3
WIADOMSKI,3
WIARKOWSKI,3
WIATR-KOZIEŁ,3
WIAZEWICZ,3
WIAZICKI,3
WIAŁOW,3
WIBURSKI,3
WICEŃSKI,3
WICHRAŃ,3
WICHTOROWSKI,3
WICINEK,3
WICKENHAUSER,3
WICKMAN,3
WICYNIAK,3
WICZYSTY,3
WIDAKOWICZ,3
WIDERKO,3
WIDERPELC,3
WIDLAS,3
WIDNICKI-KOTOWSKI,3
WIDZINIEWICZ,3
WIDZINSKI,3
WIDZOWSKI,3
WIDZYKIEWICZ,3
WIECHACKI,3
WIECHMANN,3
WIECIER,3
WIECZAREK,3
WIECZORKIEWICZ-CEKIERA,3
WIECZORKIEWICZ-DUDEK,3
WIED,3
WIEDERMANN,3
WIEGMANN,3
WIEJSKI-WOLSCHENDORF,3
WIEKLIŃSKI,3
WIELAKIN,3
WIELANIER,3
WIELB,3
WIELCHORSKI,3
WIELECHOWSKI-OLSZAK,3
WIELENGOWSKI,3
WIELENTA,3
WIELER,3
WIELGASIEWICZ,3
WIELISZEWSKI,3
WIELUK,3
WIELUNIECKI,3
WIELĄTEK,3
WIENCKEN,3
WIENCOWSKI,3
WIENCZIERS,3
WIENCZOWSKI,3
WIENIOWSKI,3
WIENS,3
WIENSZ,3
WIEPRECHT,3
WIERCHOW,3
WIERCIGROCH-GASEK,3
WIERCZIŃSKI,3
WIEREMIEWICZ,3
WIEREMIUK,3
WIERORZYMSKI,3
WIEROWICZ,3
WIERSBA,3
WIERSTAKOW,3
WIERSZEN,3
WIERSZYLO,3
WIERUSZ-KOWALSKI,3
WIERUSZOWSKI,3
WIERZANÓW,3
WIERZCHOCKI,3
WIERZCHUŁA,3
WIERZEL,3
WIERZIOCH,3
WIERZIŁOW,3
WIESBAUM,3
WIESE-WIĘCŁAWICZ,3
WIESELBERG,3
WIESENFELD,3
WIESIAKOWSKI,3
WIESINGER,3
WIESIOLLEK,3
WIESS,3
WIESZKO,3
WIETNIK,3
WIETOSKA,3
WIETRZYŃSKI-LORENZ,3
WIEWIUR,3
WIEWIÓRA-BARABACH,3
WIEWIÓRKOWSKI-MALINOWSKI,3
WIEWIÓRSKI-MALINOWSKI,3
WIEZOREK,3
WIEŃCZYK,3
WIEŃSZCZAK,3
WIEŹNIAK,3
WIEŻBICKI,3
WIEŻEWSKI,3
WIEŻGAŁA,3
WIFLING,3
WIGAND,3
WIGGINS,3
WIGHT,3
WIGMAN,3
WIGODA,3
WIGORENKO,3
WIHAN,3
WIIK,3
WIJAYA,3
WIKERSKI,3
WIKSZEMSKI,3
WIKTOR-ZAJĄC,3
WIKTOROW,3
WILC,3
WILCAN,3
WILCKE,3
WILDBAUM ZOLKWER,3
WILDERMUTH,3
WILDY,3
WILEMOWICZ,3
WILENBERG,3
WILENIEC,3
WILFORT-RYDLIŃSKI,3
WILGOCKI-ŚLĘZAK,3
WILIMAS,3
WILIMEK,3
WILINIEC,3
WILINKIEWICZ,3
WILK JURASZEK,3
WILK VEL WILCZYŃSKI,3
WILK VEL WILKOWSKI,3
WILK-JAKUBOWSKI,3
WILKISZ,3
WILKON,3
WILKOŃSKI VEL WILKĘSKI,3
WILLCOX,3
WILLEMSEN,3
WILLIAM,3
WILLIGALLA,3
WILLIMEK,3
WILLMANOWSKI,3
WILLNER-PASTER,3
WILLSCH,3
WILLY,3
WILMANOWSKI,3
WILNER YABECK,3
WILTAWSKI,3
WILTSHIRE,3
WILUCKI,3
WILUMOW,3
WILŻYS,3
WIMONĆ,3
WINCENTY-CICHY,3
WINCER,3
WINCHULLA,3
WINCIAR,3
WINCIAREK,3
WINCZAKOWSKI,3
WINDERICKX,3
WINDUS,3
WINDZIG,3
WINEL,3
WINESTOCK,3
WINIASZKIEWICZ,3
WINIAWSKI,3
WINITZKI,3
WINKOŚ,3
WINNER,3
WINNYCZUK,3
WINOGRADZKI,3
WINOGRON,3
WINOGROŃSKI,3
WINOKUROW,3
WINOSŁAWSKI-PAWLICKI,3
WINOWLASKI,3
WINOWROCŁAWSKI,3
WINOWŁOCKI,3
WINSTON,3
WINTERS,3
WINTERTON-SELBY,3
WINTONOWICZ,3
WINZEK,3
WIPPEL,3
WIPPLER,3
WIRAK,3
WIRAŻKA,3
WIRCER,3
WIROSŁAWSKI,3
WIROŃSKI,3
WIRRWITZ,3
WIRSTA,3
WIRSTIUK,3
WIRSZCZUK,3
WIRWIHS,3
WIRWIS,3
WIRZINKIEWICZ,3
WIRZYNKIEWICZ,3
WIRŻYK,3
WISCHKA VON BORCZYSKOWSKI,3
WISIAN,3
WISIOŁOWSKI,3
WISMAN,3
WISTOWSKI,3
WISZCZUN,3
WISZECKI,3
WISZKARÓW,3
WISZKUCKI,3
WISZNAROWICZ,3
WISZNIEWICZ,3
WISZNIK,3
WISZOT,3
WISZTOR,3
WISŁOWSKI-SZEWCZYK,3
WITALLA,3
WITARZEWSKI,3
WITASSEK,3
WITCOMB,3
WITCZAK VEL FRONTCZAK,3
WITCZESKI,3
WITECKI VEL KAZANECKI,3
WITECKI-KAZANECKI,3
WITEK-POGORZELSKI,3
WITESIK,3
WITIG,3
WITKOW,3
WITKOWSKI NERY,3
WITKOWSKI-BRYLEWSKI,3
WITKUN,3
WITLAŃSKI,3
WITOCH,3
WITOMIERSKI,3
WITOMIERZ,3
WITOWIAK,3
WITSCHEL,3
WITSCHI,3
WITTENBURG,3
WITTERSHEJM,3
WITTKOPF,3
WITUSCHEK,3
WITUSZEWSKI,3
WITWINOWSKI,3
WITYSZYN,3
WIWCZAREK,3
WIWIJAS,3
WIWIORRA,3
WIZ,3
WIZBAR,3
WIZNYCIA,3
WIĄDZKOWICZ,3
WIĄSEK,3
WIĄZECKI,3
WIĘCIOR,3
WIĘCZAREK,3
WIĘZAK,3
WIŁUCKI,3
WIŃCZO,3
WIŃCZYKOW,3
WIŃSKO,3
WIŚLEWSKI,3
WIŚNIEWSKI-MADYŚ,3
WIŚNIEWSKI-ZOCH,3
WIŚNIOWSKI-SŁOBODZIAN,3
WIŹNIUK,3
WIŻYN,3
WLADACZ,3
WLADESCU,3
WLASSAK,3
WLAZEŁEK,3
WLAZŁO SZYMAŃSKI,3
WLAZŁYŃ,3
WLEDZYK,3
WLIZŁOWSKI,3
WLOSCZYK,3
WLOSZIK,3
WNEK,3
WOBNIC,3
WOBRUBA,3
WOCHMAN,3
WOCIANIEC,3
WOCJAN,3
WODCZYC,3
WODKIEWICZ,3
WODOLASKI,3
WODOŁAŻSKI,3
WODZIWODZKI,3
WOHLFARTH,3
WOHLLEBE,3
WOHLRAP,3
WOINSKI,3
WOITASIOK,3
WOITHAL,3
WOJANCZYK,3
WOJAT,3
WOJCENKO,3
WOJCIECHOWSKI-BORUTA,3
WOJCIECHOWSKY,3
WOJCIEK,3
WOJCIELONEK,3
WOJCISZ,3
WOJCZACZEK,3
WOJCZECH,3
WOJCZESKI,3
WOJCZIK,3
WOJDA-ZAKRZEWSKI,3
WOJDATT,3
WOJERSKI,3
WOJEWÓD,3
WOJKO,3
WOJNAR-PŁESZKA,3
WOJNIARKIEWICZ,3
WOJNISZ,3
WOJNOSKI,3
WOJSKIEWICZ,3
WOJSKONOWICZ,3
WOJSTANOWICZ,3
WOJSYM-ANTONIEWICZ,3
WOJSZYCKI,3
WOJTACHNO,3
WOJTAS-NIZIURSKI,3
WOJTASZCZAK,3
WOJTAT,3
WOJTAŃSKI,3
WOJTEL,3
WOJTEN,3
WOJTIŚ,3
WOJTKIEWICZ-LAZMAN,3
WOJTOWICKI,3
WOJTUNISZAK,3
WOJTUSZISZYN,3
WOJTÓŚCISZYN,3
WOJUTYCKI,3
WOKITAJTIS,3
WOLAN-SZYMAŃSKI,3
WOLANCIUK,3
WOLAND,3
WOLANOW,3
WOLBERGIER,3
WOLDŹ,3
WOLF-DUBIELLA,3
WOLFAJL,3
WOLFAN,3
WOLFARTH,3
WOLFF-ZDZIENICKI,3
WOLFSDORF,3
WOLFSOHN SCHACHTER,3
WOLFSON MENDELSOHN,3
WOLICKI-WOLSZLEGER,3
WOLICZKO,3
WOLIŃSKI-GŁĄBICKI,3
WOLKOWICZ,3
WOLLAK,3
WOLLENSZLEGER,3
WOLNIACZEK,3
WOLONKIEWICZ,3
WOLOSZYK,3
WOLPERT,3
WOLPOWICZ,3
WOLSKI-PŁASZCZYKOWSKI,3
WOLSZCZUK,3
WOLSZCZYNIAK,3
WOLTERINK,3
WOLTING,3
WOLUCH,3
WOMOCZYŁ,3
WOMUCZYŁ,3
WONCEK,3
WONDE,3
WONDRA,3
WONDZYŃSKI,3
WONGSA,3
WONIAK,3
WONTRUCKI,3
WOODBRIDGE,3
WOODHALL,3
WOODLEY,3
WORF,3
WORGAN,3
WORKO,3
WORKU,3
WORLLEDGE,3
WORNALKIEWICZ,3
WORNIKU,3
WOROBICZUK,3
WORONIEWICZ,3
WORONISZCZY,3
WORONOK,3
WOROSZEŃ,3
WOROSZYLSKI,3
WOROŻEWICZ,3
WORRALL,3
WORTLEY,3
WOSCHNY,3
WOSKANIAN,3
WOSNITZKA,3
WOSSOG,3
WOSZCZEROWICZ,3
WOSZCZUŁA,3
WOSZNIK,3
WOSZTAK,3
WOWCZYNIUK,3
WOWERKA,3
WOWKOSTRYL,3
WOWKOTRUB,3
WOWRZECZKA,3
WOYCZAK,3
WOYNICZ,3
WOYTALA,3
WOZAK,3
WOZBANOWICZ,3
WOZEMCZUK,3
WOZNIOK,3
WOŁCHOWICZ,3
WOŁCZENKO,3
WOŁCZOK,3
WOŁCZUK VEL HOŁCZUK,3
WOŁDŹ,3
WOŁNA,3
WOŁODARSKI,3
WOŁODKIEWICZ-DONIMIRSKI,3
WOŁOSACZONEK,3
WOŁOSZCZUK-MRUGAŁA,3
WOŁOSZCZYNŚKYJ,3
WOŁOSZYNIAK,3
WOŁOTOWSKI,3
WOŁOWIEC-SKÓRA,3
WOŁOŃCIEJ,3
WOŁOŚ,3
WOŁUŃ,3
WOŁYŃCEWICZ,3
WOŁĘGIEWICZ,3
WOŁŁEJKO,3
WOŁŁEJSZO,3
WOŁŁK-ŁANIEWSKI,3
WOŚ-JEZIERSKI,3
WOŚ-ŻWAWIAK,3
WOŚCICKI,3
WOŹNIAK-BĄK,3
WOŹNIAK-NOWAKOWSKI,3
WOŹNIAK-SŁOWIK,3
WOŹNICZKA-WIĘCKOWSKI,3
WRANKA,3
WRAŻY,3
WRENCZYK,3
WRICZ,3
WROCZEWSKI,3
WROCŁAWCZYK,3
WRONAROWICZ,3
WRONDAS,3
WRONIERSKI,3
WROTOŃ,3
WROŃCZAK,3
WRUBLIŃSKI,3
WRUKA,3
WRUSCH,3
WRZALL,3
WRZECIONKIEWICZ,3
WRZECIŃSKI,3
WRZESIOK,3
WRZESZKIEWICZ,3
WRZOSEK PEREZ,3
WRZĄCHOL,3
WRÓBEL-KOWALSKI,3
WRÓBEL-MUSKAŁA,3
WRÓBLEWSKI-CHMIELEWSKI,3
WRÓSZCZ,3
WSTĘPIEŃ,3
WSZETECZKA,3
WSZĘNDEROWSKI,3
WUCHNICKI,3
WUCYNA,3
WUDAJKO,3
WUDARCZYK-SZEWC,3
WUDKE,3
WUENSCHE,3
WUGA,3
WUJEK-TRZCIELIŃSKI,3
WUJS,3
WULFOVICH ODERBERG,3
WUNDERSE,3
WUNDZINSKI,3
WUNI,3
WURCMANN,3
WURFEL,3
WURL,3
WUSATOWSKI,3
WUTEZI,3
WUTSCHIG,3
WYBIERADZKI,3
WYCIOK,3
WYCISKIEWICZ,3
WYCKIE,3
WYDACKI,3
WYDEFT,3
WYDMÓCH,3
WYDRA-MIELCZARSKI,3
WYDRAMSKI,3
WYDRUK,3
WYDUCH,3
WYGLENDOWSKI,3
WYGRYŁO,3
WYLEGALA,3
WYLEŻOL,3
WYLEŻYK,3
WYLGORSKI,3
WYLITEK,3
WYMAZAŁ,3
WYMIĘTOWSKI,3
WYPADLOK,3
WYPIÓRCZYK,3
WYPUŚĆ,3
WYPYCH-KLACZYŃSKI,3
WYPYSKA,3
WYPYSZAK,3
WYPYSZCZYK,3
WYREWKA,3
WYROCH,3
WYRWA-BASISTY,3
WYRYBKOWSKI,3
WYRZUTOWICZ,3
WYRZYKOWSKI-KUĆ,3
WYSAKOWICZ,3
WYSGA,3
WYSGOL,3
WYSKOCZYŃSKI,3
WYSOCZAŃSKI-JANKOWICZ,3
WYSOKROCKI,3
WYSPIANSKI,3
WYSTEMPSKI,3
WYSTYGŁO,3
WYSZAŁKOWSKI,3
WYSZEWSKI,3
WYSZNIAKOW,3
WYSZNIEWSKI,3
WYSZOWADZKI,3
WYSZTALIUK,3
WYSZYŃSKI-KARŁOSKI,3
WYTONIEC,3
WYTRWA,3
WYTRWAL,3
WYTTYK,3
WYWIAŁKOWSKI,3
WYZGAL,3
WYZGOL,3
WYZNAKIEWICZ,3
WYŁCZEW,3
WYŁUBA,3
WYŚK,3
WYŻGOL,3
WYŻLIC-STERNICKI,3
WZIĄTKO,3
WÄCHTER,3
WÉBER,3
WÓJCIACZYK,3
